管理處名稱,工作站,名稱,採樣日期,水溫°C,pH值,EC(μS/cm),備註,版本日期
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2020/9/22,28.8,7.57,311,,202005
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2020/11/17,25.4,7.81,394,,202006
宜蘭管理處,頭城站,溪仔底幹線取水口,2020/11/17,25.1,6.56,309,,202006
宜蘭管理處,頭城站,新興湧泉幹線引水口,2020/11/17,24.2,6.63,205,,202006
宜蘭管理處,頭城站,福德坑圳幹線取水口,2020/11/17,23.8,7.38,168,,202006
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2020/11/17,24,7.41,126,,202006
宜蘭管理處,頭城站,北門坑圳幹線取水口,2020/11/17,23.6,7.35,105,,202006
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2020/11/17,25.4,7.09,189,,202006
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2020/11/17,24,7.7,84,,202006
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2020/11/17,25,6.86,150,,202006
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2020/11/17,25.2,6.77,187,,202006
宜蘭管理處,頭城站,玉泉圳第一幹線取水口,2020/11/17,25.6,7.32,495,,202006
宜蘭管理處,頭城站,玉泉圳第二幹線取水口,2020/11/17,25.8,7.26,241,,202006
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2020/11/17,26.2,7.09,463,,202006
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2020/11/17,24.9,7.3,257,,202006
宜蘭管理處,頭城站,淇武蘭圳幹線取水口,2020/11/17,25.3,7.4,199,,202006
宜蘭管理處,頭城站,五股圳幹線礁溪1-17小給取水口,2020/11/17,26.1,7.21,284,,202006
宜蘭管理處,頭城站,玉泉圳第二幹線礁溪白雲二主給取水口,2020/11/17,25.8,7.18,408,,202006
宜蘭管理處,頭城站,湯圍湧泉幹線三支線取水口,2020/11/17,26.6,7.5,548,,202006
宜蘭管理處,頭城站,湯圍湧泉幹線四支線湯圍1-2小給取水口,2020/11/17,26.4,6.94,398,,202006
宜蘭管理處,頭城站,金面圳金面第二幹線二主給2小給取水口,2020/11/17,24.7,7.15,105,,202006
宜蘭管理處,頭城站,金面第四湧泉圳取水口,2020/11/17,24.9,6.18,199,,202006
宜蘭管理處,礁溪站,辛永安圳取水口,2020/11/12,23.6,7.29,206,,202006
宜蘭管理處,礁溪站,黃德記圳取水口,2020/11/12,22.3,7.23,238,,202006
宜蘭管理處,礁溪站,林源春圳取水口,2020/11/12,22.1,7.28,197,,202006
宜蘭管理處,礁溪站,茅埔圳取水口,2020/11/12,22.2,7.46,189,,202006
宜蘭管理處,礁溪站,大坡圳(龍潭湖)取水口,2020/11/12,23.5,7.39,141,,202006
宜蘭管理處,礁溪站,四結佃圳上游,2020/11/12,22.1,7.3,195,,202006
宜蘭管理處,礁溪站,四結佃圳下游,2020/11/12,23.5,7.31,189,,202006
宜蘭管理處,礁溪站,金長源圳上游,2020/11/12,22.3,7.38,148,,202006
宜蘭管理處,礁溪站,金長源圳下游,2020/11/12,23.2,7.46,136,,202006
宜蘭管理處,礁溪站,金慶安圳取水口,2020/11/12,24,7.3,193,,202006
宜蘭管理處,礁溪站,七結湧泉圳上游,2020/11/12,23,7.79,301,,202006
宜蘭管理處,礁溪站,柴圍佃圳取水口,2020/11/12,22.4,7.32,196,,202006
宜蘭管理處,礁溪站,民生圳取水口,2020/11/12,22.8,7.36,187,,202006
宜蘭管理處,礁溪站,三民四中排(補助水源),2020/11/12,22.4,7.44,169,,202006
宜蘭管理處,礁溪站,李寶興排水,2020/11/12,23.1,7.38,193,,202006
宜蘭管理處,礁溪站,充公支線塭底分線上游,2020/11/12,23,7.16,186,,202006
宜蘭管理處,礁溪站,七結抽水機取水口,2020/11/12,22.4,7.24,221,,202006
宜蘭管理處,礁溪站,朝陽4號抽水機取水口,2020/11/12,22.6,7.14,249,,202006
宜蘭管理處,礁溪站,玉田1號抽水機取水口,2020/11/12,22.6,7.05,189,,202006
宜蘭管理處,礁溪站,玉田2號抽水機取水口,2020/11/12,22.8,7.29,180,,202006
宜蘭管理處,礁溪站,辛永安圳上游(二結排水一結革新二中排茭白9小排),2020/11/12,24.3,7.42,170,,202006
宜蘭管理處,礁溪站,茅埔抽水機取水口,2020/11/12,23.5,7.34,172,,202006
宜蘭管理處,礁溪站,民權抽水機取水口,2020/11/12,22.5,7.37,240,,202006
宜蘭管理處,礁溪站,朝陽2號抽水機取水口,2020/11/12,23.2,7.14,547,,202006
宜蘭管理處,礁溪站,民生圳幹線下游(瑪僯12-6小排),2020/11/12,23,7.24,474,,202006
宜蘭管理處,礁溪站,充公支線塭底分線下游,2020/11/12,22.3,7.07,222,,202006
宜蘭管理處,礁溪站,李寶興排水下游(三民8-2小給),2020/11/12,23.7,7.24,235,,202006
宜蘭管理處,礁溪站,茅埔排水下游,2020/11/12,22.7,6.98,196,,202006
宜蘭管理處,礁溪站,李寶興圳幹線上游,2020/11/12,21.9,7.43,145,,202006
宜蘭管理處,礁溪站,李寶興圳幹線下游,2020/11/12,22,7.55,146,,202006
宜蘭管理處,礁溪站,三十九結抽水機取水口,2020/11/12,22.6,7.31,226,,202006
宜蘭管理處,礁溪站,茭白幹線上游,2020/11/12,22.4,7.31,179,,202006
宜蘭管理處,礁溪站,辛永安圳一支線中游,2020/11/12,22,7.3,168,,202006
宜蘭管理處,礁溪站,玉田支線取水門取水口,2020/11/12,22.3,7.44,167,,202006
宜蘭管理處,壯圍站,金同春圳上游,2020/11/17,23.9,7.04,185,,202006
宜蘭管理處,壯圍站,金同春圳下游,2020/11/17,24.2,6.98,130,,202006
宜蘭管理處,壯圍站,充館圳上游,2020/11/17,24,7.02,215,,202006
宜蘭管理處,壯圍站,公館支線分水門,2020/11/17,23.7,6.92,196,,202006
宜蘭管理處,壯圍站,新城圳取水口,2020/11/17,24.5,7.04,199,,202006
宜蘭管理處,壯圍站,二結湧泉圳引水口,2020/11/17,23.9,6.95,182,,202006
宜蘭管理處,壯圍站,十三股大排上游(補助水源),2020/11/17,24.3,7.02,233,,202006
宜蘭管理處,壯圍站,壯東第二大排(補助水源),2020/11/17,24.4,6.95,202,,202006
宜蘭管理處,壯圍站,壯東第三大排(補助水源),2020/11/17,24.4,6.88,220,,202006
宜蘭管理處,壯圍站,古亭排水(補助水源),2020/11/17,24.1,7.02,198,,202006
宜蘭管理處,壯圍站,梅洲第一幹線,2020/11/17,24.6,7.01,228,,202006
宜蘭管理處,壯圍站,梅洲第二幹線,2020/11/17,24.3,7.03,169,,202006
宜蘭管理處,壯圍站,梅洲第三幹線,2020/11/17,24.3,7.03,169,,202006
宜蘭管理處,壯圍站,梅洲第四幹線,2020/11/17,24.4,7.02,169,,202006
宜蘭管理處,壯圍站,充公支線,2020/11/17,24.1,7.03,195,,202006
宜蘭管理處,壯圍站,金同春圳導水路,2020/11/17,24.4,6.98,201,,202006
宜蘭管理處,壯圍站,壯東第一大排(輔助水源),2020/11/17,24.3,6.93,347,,202006
宜蘭管理處,壯圍站,充館圳幹線分水門,2020/11/17,23.9,7.05,189,,202006
宜蘭管理處,員山站,枕山圳上游,2020/11/17,24.1,8.09,162,,202006
宜蘭管理處,員山站,雷公埤圳取水口,2020/11/17,24.1,7.91,216,,202006
宜蘭管理處,員山站,隘界圳取水口,2020/11/17,23.8,8.2,96,,202006
宜蘭管理處,員山站,金大安圳取水口,2020/11/17,24.1,7.96,132,,202006
宜蘭管理處,員山站,鼻仔頭圳取水口,2020/11/17,24,7.81,190,,202006
宜蘭管理處,員山站,大三鬮圳取水口,2020/11/17,24.3,7.73,232,,202006
宜蘭管理處,員山站,內城圳取水口,2020/11/17,24.7,7.93,98,,202006
宜蘭管理處,員山站,內湖圳取水口,2020/11/17,24.6,7.63,274,,202006
宜蘭管理處,員山站,改良番仔圳取水口,2020/11/17,24.8,7.57,428,,202006
宜蘭管理處,員山站,深溝湧泉圳引水口,2020/11/17,25.1,7.68,386,,202006
宜蘭管理處,員山站,金覆興圳取水口,2020/11/17,25.2,7.87,439,,202006
宜蘭管理處,員山站,結頭份排水中游,2020/11/17,24.4,7.88,216,,202006
宜蘭管理處,員山站,茄苳林二排水下游,2020/11/17,24,7.93,152,,202006
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第二制水門),2020/11/17,25,7.95,413,,202006
宜蘭管理處,員山站,浮洲排水新洲子中排中游(第一制水門),2020/11/17,24.9,7.81,444,,202006
宜蘭管理處,員山站,上深溝圳上游(一支線大安一分線),2020/11/17,24.6,7.66,265,,202006
宜蘭管理處,員山站,深溝排水中游(第三制水門),2020/11/17,25.2,7.86,383,,202006
宜蘭管理處,員山站,深溝排水上游(第一制水門),2020/11/17,25.1,7.77,396,,202006
宜蘭管理處,員山站,蓁巷排水深洲成功二中排上游,2020/11/17,25.2,7.68,525,,202006
宜蘭管理處,員山站,鼻仔頭圳幹線四支線,2020/11/17,24.1,7.9,190,,202006
宜蘭管理處,員山站,枕山圳下游(第二分水門),2020/11/17,24,7.98,164,,202006
宜蘭管理處,員山站,隘界圳中游(一支線),2020/11/17,24.1,8.28,96,,202006
宜蘭管理處,宜蘭站,三鬮圳幹線上游,2020/11/16,24.3,6.91,342,,202006
宜蘭管理處,宜蘭站,三鬮圳幹線下游,2020/11/16,24.8,7.14,325,,202006
宜蘭管理處,宜蘭站,溪洲圳上游,2020/11/16,23.6,6.88,370,,202006
宜蘭管理處,宜蘭站,溪洲圳中游,2020/11/16,23.7,7.05,352,,202006
宜蘭管理處,宜蘭站,美福大排(補助水源),2020/11/16,24.4,7.3,400,,202006
宜蘭管理處,宜蘭站,舊港大排(補助水源),2020/11/16,24,7.18,379,,202006
宜蘭管理處,宜蘭站,振興支線取水口,2020/11/16,23.5,7.25,319,,202006
宜蘭管理處,宜蘭站,金山支線上游(制水門),2020/11/16,23.6,7.2,317,,202006
宜蘭管理處,宜蘭站,員山支線四分線上游,2020/11/16,24,7.47,321,,202006
宜蘭管理處,宜蘭站,員山支線五分線上游,2020/11/16,23.7,7.32,317,,202006
宜蘭管理處,宜蘭站,宜壯振興支線下游,2020/11/16,23.9,6.98,308,,202006
宜蘭管理處,宜蘭站,石橋支線上游(制水門),2020/11/16,23.9,7.01,352,,202006
宜蘭管理處,宜蘭站,宜壯壯五支線A12分線上游,2020/11/16,24,7.26,310,,202006
宜蘭管理處,宜蘭站,四鬮支線下游(制水門),2020/11/16,23.6,7.11,321,,202006
宜蘭管理處,宜蘭站,三鬮圳幹線上游(宜員三泰2-1-6小給),2020/11/16,24.3,7.12,315,,202006
宜蘭管理處,宜蘭站,美福大排中游(宜壯振興A-2-7小排),2020/11/16,24.1,7.18,320,,202006
宜蘭管理處,三星站,叭哩沙圳幹線取水口,2020/11/17,23.6,7.77,483,,202006
宜蘭管理處,三星站,天送埤圳上游(天送埤圳幹線),2020/11/17,23.5,7.67,433,,202006
宜蘭管理處,三星站,破布烏圳幹線取水口,2020/11/17,23.5,7.99,426,,202006
宜蘭管理處,三星站,下湖圳幹線取水口,2020/11/17,23.2,7.85,433,,202006
宜蘭管理處,三星站,瓦窯圳幹線取水口,2020/11/17,23.3,7.89,434,,202006
宜蘭管理處,三星站,柑坑圳幹線取水口,2020/11/17,23.6,6.05,462,,202006
宜蘭管理處,三星站,月眉湖圳幹線取水口,2020/11/17,23.3,7.82,430,,202006
宜蘭管理處,三星站,張公圍圳幹線取水口,2020/11/17,23.3,7.78,432,,202006
宜蘭管理處,三星站,阿里史圳第一幹線取水口,2020/11/17,23.5,6.6,434,,202006
宜蘭管理處,三星站,萬富圳幹線取水口,2020/11/17,23.8,8.28,424,,202006
宜蘭管理處,三星站,阿里史圳第五幹線取水口,2020/11/17,23.7,8.24,421,,202006
宜蘭管理處,三星站,黃鳳鳴圳幹線取水口,2020/11/17,24,7.3,231,,202006
宜蘭管理處,三星站,大埔圳幹線取水口,2020/11/17,24.2,7.79,300,,202006
宜蘭管理處,三星站,大洲湧泉圳第一幹線取水口,2020/11/17,24.3,7.23,571,,202006
宜蘭管理處,三星站,大洲圳湧泉第二幹線取水口,2020/11/17,24,7.09,611,,202006
宜蘭管理處,三星站,大洲湧泉圳第三幹線取水口,2020/11/17,24.1,8.26,455,,202006
宜蘭管理處,三星站,中湧圳幹線取水口,2020/11/17,25.9,8.32,456,,202006
宜蘭管理處,三星站,金漳成圳幹線取水口,2020/11/17,25.7,8.28,489,,202006
宜蘭管理處,三星站,水車溝圳幹線取水口,2020/11/17,25.8,8.3,467,,202006
宜蘭管理處,三星站,月眉圳幹線中游,2020/11/17,23.2,8.46,431,,202006
宜蘭管理處,三星站,萬富圳幹線下游,2020/11/17,23.7,7.66,426,,202006
宜蘭管理處,三星站,三星排水下游(三星排水安農三大義五主給),2020/11/17,23.9,6.85,411,,202006
宜蘭管理處,三星站,中溪洲排水中游(中溪州大排三分線),2020/11/17,24.7,8.31,445,,202006
宜蘭管理處,三星站,三星排水中游(第一取水門),2020/11/17,23.7,7.92,401,,202006
宜蘭管理處,三星站,萬富大排中游(第一取水門),2020/11/17,23.8,8.23,393,,202006
宜蘭管理處,三星站,月眉圳幹線上游(月眉圳幹線四支線萬貴萬德6-8小給,2020/11/17,23.7,8.21,414,,202006
宜蘭管理處,三星站,三星排水上游(三星排水二號傾倒式制水門),2020/11/17,23.4,8.24,418,,202006
宜蘭管理處,三星站,月眉圳幹線中游(月眉圳四支二號傾倒式水門),2020/11/17,23.4,8.5,422,,202006
宜蘭管理處,三星站,張公圍排水中游(張公圍排水一號排水門),2020/11/17,23.6,7.43,387,,202006
宜蘭管理處,三星站,黃鳳鳴圳幹線上游(黃鳳鳴圳補給線制水門),2020/11/17,23.9,7.02,408,,202006
宜蘭管理處,三星站,大洲湧泉圳第六幹線下游(大洲湧泉圳第六幹線四分線),2020/11/17,23.7,7.93,463,,202006
宜蘭管理處,三星站,萬富圳幹線上游(萬富圳幹線行健導水路),2020/11/17,23.8,8.1,404,,202006
宜蘭管理處,三星站,水車溝圳幹線下游(安農二尾塹二主給4-4小給),2020/11/17,24.7,8.12,453,,202006
宜蘭管理處,羅東站,歪仔歪圳取水口,2020/11/17,24.3,7.46,294,,202006
宜蘭管理處,羅東站,打那岸圳取水口,2020/11/17,24.2,7.35,224,,202006
宜蘭管理處,羅東站,月眉圳取水口,2020/11/17,24.4,7.17,245,,202006
宜蘭管理處,羅東站,埔仔圳取水口,2020/11/17,24.6,7.08,336,,202006
宜蘭管理處,羅東站,金長安圳取水口,2020/11/17,24,7.1,240,,202006
宜蘭管理處,羅東站,冬螺圳取水口,2020/11/17,24.3,7.41,266,,202006
宜蘭管理處,羅東站,大光明圳取水口,2020/11/17,23.3,7.8,347,,202006
宜蘭管理處,羅東站,埔林圳取水口,2020/11/17,22.3,7.83,383,,202006
宜蘭管理處,羅東站,柯林圳第一幹線取水口,2020/11/17,22.9,7.45,382,,202006
宜蘭管理處,羅東站,柯林圳第二幹線取水口,2020/11/17,23.3,7.14,446,,202006
宜蘭管理處,羅東站,柯林圳第三幹線取水口,2020/11/17,24.1,7.94,417,,202006
宜蘭管理處,羅東站,柯湧圳取水口,2020/11/17,23.5,6.94,340,,202006
宜蘭管理處,羅東站,北成圳取水口,2020/11/17,24.6,6.89,308,,202006
宜蘭管理處,羅東站,四人埤圳取水口,2020/11/17,24.7,7.08,317,,202006
宜蘭管理處,羅東站,輕仔腳埤圳取水口,2020/11/17,24.5,7.57,184,,202006
宜蘭管理處,羅東站,雷公埤圳取水口,2020/11/17,24.7,7.05,331,,202006
宜蘭管理處,羅東站,柯林中排(補助水源),2020/11/17,23.4,7.43,353,,202006
宜蘭管理處,羅東站,柯林圳第五幹線取水口,2020/11/17,24.6,7.45,359,,202006
宜蘭管理處,羅東站,大光明圳下游,2020/11/17,23.1,7.92,335,,202006
宜蘭管理處,羅東站,埔林圳下游,2020/11/17,23.9,8.15,383,,202006
宜蘭管理處,羅東站,冬螺圳第二幹線取水口,2020/11/17,24.2,7.25,260,,202006
宜蘭管理處,羅東站,金長安二幹取水口,2020/11/17,24.4,6.95,243,,202006
宜蘭管理處,羅東站,冬螺湧泉圳取水口,2020/11/17,24.6,7.41,266,,202006
宜蘭管理處,羅東站,金長安二幹中興金2M主給取水口,2020/11/17,24.4,7.33,201,,202006
宜蘭管理處,羅東站,十六份圳幹線下游,2020/11/17,24.6,7.2,199,,202006
宜蘭管理處,五結站,四結支線下游,2020/11/11,21.3,7.91,428,,202006
宜蘭管理處,五結站,五股圳下游,2020/11/17,23.9,7.86,351,,202006
宜蘭管理處,五結站,五結支線下游,2020/11/11,20.8,7.64,398,,202006
宜蘭管理處,五結站,二結支線下游,2020/11/11,20.8,7.93,431,,202006
宜蘭管理處,五結站,萬長春圳取水口,2020/11/11,20.5,7.76,433,,202006
宜蘭管理處,五結站,林和源圳取水口,2020/11/11,20.5,7.64,264,,202006
宜蘭管理處,五結站,茅仔寮二號抽水機,2020/11/11,20.8,7.72,435,,202006
宜蘭管理處,五結站,大吉二號抽水機,2020/11/11,22.1,7.82,490,,202006
宜蘭管理處,五結站,五股三號抽水機,2020/11/11,20.9,7.65,652,,202006
宜蘭管理處,五結站,龍德八號抽水機取水口,2020/11/11,21.9,7.78,166,,202006
宜蘭管理處,五結站,四結支線B5分線,2020/11/11,21.1,8.2,432,,202006
宜蘭管理處,五結站,二結支線第一分線上游,2020/11/11,20.7,7.87,432,,202006
宜蘭管理處,五結站,協和十一之一主給,2020/11/11,20.6,7.59,369,,202006
宜蘭管理處,五結站,五結支線一分線,2020/11/11,20.8,7.68,372,,202006
宜蘭管理處,五結站,五結支線三分線,2020/11/11,20.4,7.67,370,,202006
宜蘭管理處,冬山站,陳進財圳取水口,2020/11/17,24.5,7.21,242,,202006
宜蘭管理處,冬山站,公埔圳取水口,2020/11/17,24.3,6.78,190,,202006
宜蘭管理處,冬山站,珍珠第一抽水機抽水口,2020/11/17,23.2,7.58,247,,202006
宜蘭管理處,冬山站,八仙圳取水口,2020/11/17,24.8,7.32,214,,202006
宜蘭管理處,冬山站,砂仔港圳取水口,2020/11/17,25.1,6.69,395,,202006
宜蘭管理處,冬山站,武淵圳取水口,2020/11/17,24.1,7.33,295,,202006
宜蘭管理處,冬山站,朱九圳取水口,2020/11/17,24.4,7.1,261,,202006
宜蘭管理處,冬山站,莊錦發圳取水口,2020/11/17,24.4,7.09,269,,202006
宜蘭管理處,冬山站,張火盛圳取水口,2020/11/17,24.3,7.18,252,,202006
宜蘭管理處,冬山站,八寶圳取水口,2020/11/17,24.2,6.74,266,,202006
宜蘭管理處,冬山站,順安圳取水口,2020/11/17,24.3,7.3,258,,202006
宜蘭管理處,冬山站,珍珠第二抽水機抽水口,2020/11/17,24.8,6.84,233,,202006
宜蘭管理處,冬山站,梅花排水(補助水源),2020/11/17,24.6,7.23,184,,202006
宜蘭管理處,冬山站,十三份圳取水口,2020/11/17,24.1,6.86,155,,202006
宜蘭管理處,冬山站,八寶湧泉圳第一幹線取水口,2020/11/17,24.3,7.15,214,,202006
宜蘭管理處,冬山站,八寶湧泉圳第二幹線取水口,2020/11/17,24.2,7.07,267,,202006
宜蘭管理處,冬山站,莊錦發圳一、二支水門取水口,2020/11/17,24.2,7.24,281,,202006
宜蘭管理處,冬山站,十六份圳二號抽水機取水口,2020/11/17,24.3,7.52,248,,202006
宜蘭管理處,冬山站,南富一號抽水機取水口,2020/11/17,24.7,7.64,244,,202006
宜蘭管理處,冬山站,林寶春圳南富七主給取水口,2020/11/17,24.2,6.86,332,,202006
宜蘭管理處,冬山站,冬山圳幹線取水口,2020/11/17,24.6,7.43,150,,202006
宜蘭管理處,冬山站,八寶圳下游,2020/11/17,24.7,7.34,261,,202006
宜蘭管理處,冬山站,林寶春支線6主給取水口,2020/11/17,24.8,7.54,237,,202006
宜蘭管理處,冬山站,南富一中排取水口,2020/11/17,24.9,7.41,210,,202006
宜蘭管理處,冬山站,林吉記支線二分線取水口,2020/11/17,24.7,7.82,194,,202006
宜蘭管理處,冬山站,林寶春第一、二支取水口,2020/11/17,24.6,7.42,342,,202006
宜蘭管理處,冬山站,南富八主給取水口,2020/11/17,24.4,7.34,288,,202006
宜蘭管理處,冬山站,北富一主給取水口,2020/11/17,24.7,6.89,258,,202006
宜蘭管理處,冬山站,順安圳幹線(太員順安區二主給),2020/11/17,24.3,7.3,265,,202006
宜蘭管理處,冬山站,南富3號抽水機取水口,2020/11/17,24.1,7.51,149,,202006
宜蘭管理處,冬山站,順安分線取水口,2020/11/17,24.3,7.18,253,,202006
宜蘭管理處,冬山站,龍德5號抽水機取水口,2020/11/17,24.2,7.85,192,,202006
宜蘭管理處,冬山站,龍德7號抽水機取水口,2020/11/17,24.3,7.76,304,,202006
宜蘭管理處,冬山站,奇武荖抽水機取水口,2020/11/17,24.7,7.66,675,,202006
宜蘭管理處,蘇澳站,金豐萬圳取水口,2020/11/17,22.1,7.57,280,,202006
宜蘭管理處,蘇澳站,金豐萬圳幹線一支線下游,2020/11/17,22.8,7.34,391,,202006
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線上游,2020/11/17,23.1,7.71,272,,202006
宜蘭管理處,蘇澳站,糞箕湖圳幹線隘丁支線下游,2020/11/17,23.3,6.73,350,,202006
宜蘭管理處,蘇澳站,龍德二號抽水機抽水口,2020/11/17,24.1,6.5,474,,202006
宜蘭管理處,蘇澳站,龍德四號抽水機抽水口,2020/11/17,24.5,6.67,534,,202006
宜蘭管理處,蘇澳站,大南澳圳第一幹線取水口,2020/11/17,25.1,7.69,369,,202006
宜蘭管理處,蘇澳站,大南澳圳第二幹線取水口,2020/11/17,25.2,7.75,367,,202006
宜蘭管理處,蘇澳站,大南澳圳第三幹線取水口,2020/11/17,25.5,7.62,370,,202006
宜蘭管理處,蘇澳站,隆恩圳取水口,2020/11/17,24.3,7.78,286,,202006
宜蘭管理處,蘇澳站,隆恩排水中游(隆恩排水制水門),2020/11/17,24.5,7.08,339,,202006
宜蘭管理處,蘇澳站,馬賽中排上游(馬賽中排制水門),2020/11/17,23.1,7.18,410,,202006
宜蘭管理處,蘇澳站,馬賽排水中游(馬賽大排制水門),2020/11/17,23.5,7.69,297,,202006
宜蘭管理處,蘇澳站,馬賽排水上游(新馬4-5小排),2020/11/17,24.3,7.52,298,,202006
宜蘭管理處,蘇澳站,金豐萬圳下游(金豐萬圳幹線新馬六主給),2020/11/17,24.7,7.43,292,,202006
宜蘭管理處,蘇澳站,港口排水上游(下埤排水制水門),2020/11/17,24.6,6.75,332,,202006
宜蘭管理處,頭城站,大坑罟抽水機抽水口,2021/1/15,18.2,7.95,421,,202101
宜蘭管理處,頭城站,溪仔底幹線取水口,2021/1/15,20,6.95,250,,202101
宜蘭管理處,頭城站,新興湧泉幹線引水口,2021/1/15,19.5,6.98,163,,202101
宜蘭管理處,頭城站,福德坑圳幹線取水口,2021/1/15,17.6,7.21,158,,202101
宜蘭管理處,頭城站,金面圳金面第一幹線取水口,2021/1/15,19.1,7.48,142,,202101
宜蘭管理處,頭城站,北門坑圳幹線取水口,2021/1/15,18.5,7.54,106,,202101
宜蘭管理處,頭城站,抵美簡圳幹線取水口,2021/1/15,19.9,7.25,241,,202101
宜蘭管理處,頭城站,猴洞坑圳幹線取水口,2021/1/15,18.4,7.38,99,,202101
宜蘭管理處,頭城站,白石腳湧泉第二幹線取水口,2021/1/15,19.5,6.64,146,,202101
宜蘭管理處,頭城站,白石腳湧泉第一幹線取水口,2021/1/15,20.2,6.82,194,,202101
宜蘭管理處,頭城站,玉泉圳第一幹線取水口,2021/1/15,20.7,7.3,308,,202101
宜蘭管理處,頭城站,玉泉圳第二幹線取水口,2021/1/15,20.4,7.41,244,,202101
宜蘭管理處,頭城站,湯圍湧泉幹線取水口,2021/1/15,21.1,7.2,313,,202101
宜蘭管理處,頭城站,六結圳幹線礁溪六結一主給取水口,2021/1/15,19.6,7.26,212,,202101
宜蘭管理處,頭城站,淇武蘭圳幹線取水口,2021/1/15,19.4,7.11,138,,202101
宜蘭管理處,頭城站,五股圳幹線礁溪1-17小給取水口,2021/1/15,19.9,7.35,299,,202101
宜蘭管理處,頭城站,玉泉圳第二幹線礁溪白雲二主給取水口,2021/1/15,21.4,7.32,315,,202101
宜蘭管理處,頭城站,湯圍湧泉幹線三支線取水口,2021/1/15,21.8,7.29,531,,202101
宜蘭管理處,頭城站,湯圍湧泉幹線四支線湯圍1-2小給取水口,2021/1/15,20.7,7.18,392,,202101
宜蘭管理處,頭城站,金面圳金面第二幹線二主給2小給取水口,2021/1/15,18.6,7.06,105,,202101
宜蘭管理處,頭城站,金面第四湧泉圳取水口,2021/1/15,19,6.92,142,,202101
宜蘭管理處,礁溪站,辛永安圳取水口,2021/1/15,20,7.68,192,,202101
宜蘭管理處,礁溪站,黃德記圳取水口,2021/1/15,20.5,7.62,206,,202101
宜蘭管理處,礁溪站,林源春圳取水口,2021/1/15,19.5,7.5,211,,202101
宜蘭管理處,礁溪站,茅埔圳取水口,2021/1/15,19.5,7.75,210,,202101
宜蘭管理處,礁溪站,大坡圳(龍潭湖)取水口,2021/1/15,18.9,7.64,141,,202101
宜蘭管理處,礁溪站,四結佃圳上游,2021/1/15,19.5,7.52,208,,202101
宜蘭管理處,礁溪站,四結佃圳下游,2021/1/15,20.1,7.52,208,,202101
宜蘭管理處,礁溪站,金長源圳上游,2021/1/15,19.2,7.64,141,,202101
宜蘭管理處,礁溪站,金長源圳下游,2021/1/15,19,7.64,144,,202101
宜蘭管理處,礁溪站,金慶安圳取水口,2021/1/15,21.3,7.56,206,,202101
宜蘭管理處,礁溪站,七結湧泉圳上游,2021/1/15,19.2,7.74,231,,202101
宜蘭管理處,礁溪站,柴圍佃圳取水口,2021/1/15,21.1,7.59,207,,202101
宜蘭管理處,礁溪站,民生圳取水口,2021/1/15,20,7.71,199,,202101
宜蘭管理處,礁溪站,三民四中排(補助水源),2021/1/15,19.2,7.91,158,,202101
宜蘭管理處,礁溪站,李寶興排水,2021/1/15,20.7,7.53,196,,202101
宜蘭管理處,礁溪站,充公支線塭底分線上游,2021/1/15,20.3,7.6,222,,202101
宜蘭管理處,礁溪站,七結抽水機取水口,2021/1/15,18.7,7.65,205,,202101
宜蘭管理處,礁溪站,朝陽4號抽水機取水口,2021/1/15,19.9,7.63,227,,202101
宜蘭管理處,礁溪站,玉田1號抽水機取水口,2021/1/15,19.5,7.6,243,,202101
宜蘭管理處,礁溪站,玉田2號抽水機取水口,2021/1/15,19.9,7.92,203,,202101
宜蘭管理處,礁溪站,辛永安圳上游(二結排水一結革新二中排茭白9小排),2021/1/15,18.8,7.56,193,,202101
宜蘭管理處,礁溪站,茅埔抽水機取水口,2021/1/15,19.8,7.57,244,,202101
宜蘭管理處,礁溪站,民權抽水機取水口,2021/1/15,19.6,7.66,204,,202101
宜蘭管理處,礁溪站,朝陽2號抽水機取水口,2021/1/15,19.3,7.61,229,,202101
宜蘭管理處,礁溪站,民生圳幹線下游(瑪僯12-6小排),2021/1/15,19.2,7.5,590,,202101
宜蘭管理處,礁溪站,充公支線塭底分線下游,2021/1/15,20.6,7.81,224,,202101
宜蘭管理處,礁溪站,李寶興排水下游(三民8-2小給),2021/1/15,20.6,7.54,192,,202101
宜蘭管理處,礁溪站,茅埔排水下游,2021/1/15,20.8,7.72,252,,202101
宜蘭管理處,礁溪站,李寶興圳幹線上游,2021/1/15,18.6,7.72,142,,202101
宜蘭管理處,礁溪站,李寶興圳幹線下游,2021/1/15,18.6,7.65,143,,202101
宜蘭管理處,礁溪站,三十九結抽水機取水口,2021/1/15,19.3,7.63,239,,202101
宜蘭管理處,礁溪站,茭白幹線上游,2021/1/15,19.3,7.54,195,,202101
